NPI|NDC|Units|UnitCost
0000000010|00000001376|89|139.80
0000000003|00000002021|33|19.09
0000000004|00000001499|2672|303.33
0000000008|00000002795|48|502.56
0000000010|00000001520|487|464.46
0000000003|00000002024|914|121.97
0000000002|00000003543|874|72.26
0000000005|00000004419|2631|119.06
0000000005|00000004989|2881|127.19
0000000008|00000001222|1799|168.48
0000000003|00000001528|2010|467.40
0000000006|00000002791|887|353.51
0000000003|00000004398|1454|329.33
0000000006|00000002466|2041|244.18
0000000003|00000002378|1970|432.24
0000000007|00000003832|1102|40.81
0000000002|00000001701|2447|281.89
0000000003|00000000453|1000|42.65
0000000006|00000002424|1138|30.45
0000000007|00000001216|2311|150.62
0000000005|00000002196|728|438.35
0000000003|00000000577|275|414.90
0000000006|00000002623|1040|310.40
0000000007|00000001272|801|115.21
0000000010|00000003572|1145|301.44
0000000010|00000002434|55|396.93
0000000010|00000004371|2974|173.25
0000000005|00000004208|2187|191.04
0000000010|00000001899|824|57.63
0000000006|00000000050|1054|460.09
0000000008|00000001916|313|130.70
0000000003|00000000036|1033|67.35
0000000003|00000004052|1313|367.01
0000000009|00000001673|812|498.45
0000000001|00000004939|1446|333.26
0000000010|00000000146|2003|503.92
0000000009|00000000100|1833|380.93
0000000010|00000004210|662|261.85
0000000010|00000004739|2032|413.50
0000000007|00000004812|2962|502.70
0000000001|00000002272|1407|86.36
0000000002|00000001308|2595|23.60
0000000008|00000000062|117|365.41
0000000001|00000003457|1155|128.49
0000000001|00000002985|1836|308.49
0000000003|00000001216|419|375.16
0000000004|00000002685|2039|309.02
0000000001|00000004971|1496|66.90
0000000009|00000004602|2130|385.21
0000000002|00000003630|58|146.66
0000000002|00000002022|2291|11.56
0000000002|00000003349|2889|406.35
0000000008|00000004852|2969|326.59
0000000003|00000002986|1342|233.66
0000000004|00000002223|1979|422.90
0000000005|00000002292|2337|37.70
0000000003|00000003500|1821|428.88
0000000003|00000001161|1626|399.66
0000000006|00000000081|394|188.10
0000000002|00000002851|2571|133.78
0000000002|00000000417|458|14.88
0000000008|00000001507|1074|315.55
0000000009|00000000894|665|329.46
0000000005|00000000478|2961|121.09
0000000005|00000000748|434|424.52
0000000002|00000003021|1032|470.61
0000000010|00000002135|2091|211.16
0000000002|00000000428|2209|115.81
0000000003|00000003517|2817|420.92
0000000006|00000003243|141|71.30
0000000007|00000001501|1052|152.36
0000000004|00000002332|766|155.91
0000000003|00000000122|98|283.65
0000000006|00000002744|1217|235.17
0000000005|00000000637|473|282.59
0000000002|00000001312|1211|498.34
0000000004|00000003945|1876|261.47
0000000001|00000000420|375|232.91
0000000010|00000000203|5|315.84
0000000003|00000003609|30|146.34
0000000007|00000000476|2134|323.06
0000000002|00000001568|2139|449.63
0000000003|00000001514|219|160.70
0000000003|00000002800|835|150.65
0000000002|00000003909|2213|294.25
0000000002|00000000561|1999|272.58
0000000007|00000004990|2727|215.92
0000000005|00000004887|177|117.88
0000000009|00000002829|2490|131.76
0000000010|00000000109|2445|16.40
0000000007|00000001730|1798|23.96
0000000007|00000004040|2041|228.19
0000000010|00000001375|2969|281.04
0000000001|00000004907|2857|428.35
0000000005|00000003307|2199|176.70
0000000006|00000000829|2915|234.25
0000000003|00000000311|1193|331.13
0000000005|00000000590|295|446.53
0000000003|00000001130|2571|134.06
0000000008|00000003166|297|344.57
0000000007|00000000423|1773|33.64
0000000005|00000004163|2242|28.49
0000000002|00000001436|2243|464.68
0000000001|00000003416|1254|58.45
0000000008|00000000273|2023|92.33
0000000001|00000004840|1910|46.07
0000000006|00000001103|1581|318.74
0000000009|00000004577|2049|146.40
0000000002|00000000392|1526|265.56
0000000006|00000004906|1385|71.43
0000000009|00000004267|2738|431.54
0000000001|00000000921|2733|37.14
0000000003|00000003148|2733|497.84
0000000003|00000002658|2709|117.08
0000000010|00000004944|2423|494.77
0000000003|00000004805|93|217.08
0000000004|00000003963|1939|115.08
0000000004|00000004258|2021|459.03
0000000010|00000000527|1013|124.35
0000000005|00000000729|109|148.04
0000000007|00000003158|1727|257.58
0000000010|00000004781|634|386.62
0000000007|00000000308|1149|316.98
0000000007|00000001395|120|442.58
0000000005|00000002634|297|412.63
0000000010|00000000658|353|156.89
0000000008|00000004215|347|123.59
0000000009|00000002001|1297|291.54
0000000009|00000003043|2311|438.24
0000000006|00000000549|2257|121.07
0000000001|00000003459|874|414.91
0000000003|00000002070|1794|437.00
0000000008|00000002381|238|118.08
0000000005|00000002134|1413|49.61
0000000009|00000001722|1286|473.68
0000000008|00000003401|2621|233.91
0000000010|00000003799|2918|52.80
0000000010|00000003258|2862|179.99
0000000010|00000003947|1048|311.23
0000000002|00000003978|1395|148.82
0000000008|00000004789|2486|483.61
0000000005|00000000096|1308|255.63
0000000004|00000002704|997|238.77
0000000001|00000000382|369|485.61
0000000004|00000000661|2956|175.82
0000000003|00000004026|1401|444.43
0000000006|00000004266|818|164.29
0000000002|00000003500|404|326.95
0000000001|00000002608|1024|370.01
0000000005|00000004587|572|96.57
0000000010|00000002277|1169|326.17
0000000002|00000002047|311|501.43
0000000003|00000004883|1558|232.69
0000000003|00000003673|371|325.19
0000000003|00000001044|2767|420.42
0000000010|00000004161|2006|186.92
0000000003|00000000642|2485|503.98
0000000010|00000003924|2606|282.94
0000000003|00000004113|2800|155.59
0000000008|00000002926|1311|43.45
0000000002|00000003394|1391|75.90
0000000009|00000001378|772|371.71
0000000001|00000000005|1055|445.95
0000000002|00000002777|1478|478.84
0000000004|00000004725|1064|79.62
0000000009|00000003033|288|111.15
0000000010|00000001848|375|341.29
0000000008|00000004377|1028|186.21
0000000010|00000001734|1480|90.20
0000000005|00000002508|1736|46.17
0000000007|00000004232|332|334.92
0000000009|00000003546|209|163.55
0000000009|00000001061|2955|261.87
0000000009|00000001863|132|160.97
0000000008|00000002162|2826|65.52
0000000007|00000002362|297|165.11
0000000004|00000004917|697|434.24
0000000009|00000001709|1971|462.12
0000000004|00000002093|135|127.01
0000000005|00000004921|538|381.25
0000000003|00000004840|2146|32.72
0000000004|00000000663|2039|271.47
0000000008|00000002854|1808|272.22
0000000001|00000004945|2922|89.35
0000000010|00000000325|2157|127.22
0000000001|00000000887|2655|423.71
0000000009|00000002007|2311|137.47
0000000001|00000003613|554|475.14
0000000006|00000003750|1624|169.33
0000000006|00000001682|146|34.00
0000000004|00000002141|2256|487.15
0000000004|00000003272|614|281.32
0000000001|00000000786|1134|32.13
0000000008|00000004908|2851|235.23
0000000006|00000002651|607|420.24
0000000004|00000003958|2690|61.88
0000000005|00000000249|2213|386.27
0000000006|00000001496|745|35.59
0000000005|00000001377|1541|467.64
0000000010|00000001298|2515|488.43
0000000005|00000000027|2929|345.20
0000000004|00000004465|399|201.10
0000000004|00000003824|123|49.99
0000000004|00000003973|583|488.34
0000000007|00000001784|1729|174.65
0000000006|00000000223|115|80.99
0000000007|00000001494|1069|238.53
0000000001|00000002791|1720|69.86
0000000009|00000002963|521|295.53
0000000001|00000003557|2893|60.98
0000000008|00000001126|683|117.87
0000000008|00000003391|2799|386.89
0000000002|00000003757|2835|287.31
0000000009|00000001649|426|276.66
0000000002|00000003642|1295|340.95
0000000005|00000003208|2122|242.69
0000000009|00000002240|499|152.18
0000000007|00000004071|797|314.99
0000000003|00000002204|1484|284.86
0000000008|00000003672|652|438.66
0000000005|00000001610|2171|119.88
0000000006|00000001995|2480|179.36
0000000007|00000000817|1044|57.63
0000000005|00000001731|668|304.51
0000000005|00000002380|462|112.18
0000000007|00000000039|2982|75.78
0000000005|00000001295|813|238.19
0000000010|00000003154|1116|404.10
0000000001|00000000164|2019|486.03
0000000009|00000004613|2810|224.28
0000000009|00000003680|1377|368.83
0000000009|00000002762|1053|214.23
0000000004|00000004407|2823|307.53
0000000006|00000000071|1824|184.76
0000000006|00000002032|1155|476.89
0000000001|00000001476|716|60.78
0000000008|00000002593|868|255.22
0000000004|00000002475|2413|478.18
0000000002|00000000727|1209|180.75
0000000006|00000004091|111|81.82
0000000010|00000002269|1523|210.68
0000000002|00000001294|552|386.79
0000000005|00000004215|2653|406.59
0000000004|00000003727|1830|31.56
0000000008|00000001566|403|336.45
0000000006|00000003864|2206|498.60
0000000008|00000003396|366|222.20
0000000008|00000001025|600|328.57
0000000004|00000002590|2357|332.22
0000000006|00000003042|2645|457.00
0000000009|00000002442|2809|55.27
0000000004|00000001450|2110|105.48
0000000003|00000004894|2471|182.12
0000000010|00000003433|1829|344.71
0000000001|00000001109|2644|340.01
0000000008|00000003032|882|338.84
0000000010|00000002260|1731|462.43
0000000004|00000001682|1608|158.83
0000000010|00000000200|2185|204.12
0000000010|00000000458|270|299.06
0000000007|00000003363|2186|369.10
0000000007|00000000359|255|104.05
0000000010|00000003356|476|21.07
0000000009|00000003376|1626|300.20
0000000001|00000003014|1472|457.12
0000000001|00000000244|1493|6.14
0000000005|00000001896|2108|157.41
0000000005|00000004946|2196|205.18
0000000001|00000000976|551|492.41
0000000007|00000002039|213|371.96
0000000008|00000003199|1359|445.42
0000000007|00000003146|894|403.30
0000000009|00000001415|2163|72.69
0000000009|00000000883|1734|456.46
0000000003|00000000084|1917|502.03
0000000004|00000004385|2389|123.91
0000000008|00000000191|374|301.11
0000000009|00000003534|1725|18.11
0000000009|00000001660|479|181.44
0000000008|00000002841|2950|306.58
0000000008|00000001764|942|49.52
0000000005|00000003863|49|101.29
0000000002|00000002002|1537|393.36
0000000001|00000002001|1933|67.31
0000000003|00000001830|1117|51.57
0000000006|00000001669|226|198.71
0000000007|00000004565|926|478.17
0000000010|00000000716|540|443.98
0000000009|00000000347|1583|74.10
0000000002|00000003119|2022|480.81
0000000002|00000003003|1734|302.27
0000000007|00000003656|156|167.50
0000000002|00000002713|1158|311.10
0000000006|00000000891|2156|470.23
0000000003|00000002870|64|398.72
0000000009|00000003202|1174|351.93
0000000002|00000004932|960|342.38
0000000001|00000000416|1267|71.90
0000000009|00000002666|1991|424.17
0000000002|00000002815|2118|38.21
0000000010|00000001018|306|165.16
0000000003|00000001569|1503|38.96
0000000007|00000003334|2075|466.21
0000000005|00000003518|978|235.65
0000000001|00000001531|2859|258.19
0000000001|00000000429|551|146.37
0000000006|00000000968|1719|133.96
0000000001|00000000533|1928|319.79
0000000005|00000003186|2081|81.37
0000000003|00000000872|2972|366.20
0000000004|00000002489|2971|11.35
0000000010|00000000534|1114|464.67
0000000009|00000003610|1474|450.07
0000000001|00000001666|2939|319.27
0000000003|00000001994|968|53.22
0000000002|00000000673|790|455.98
0000000005|00000001770|2110|244.98
0000000003|00000004393|1701|71.49
0000000008|00000002356|1830|234.60
0000000006|00000004260|1730|408.69
0000000010|00000000304|947|355.46
0000000001|00000004842|1680|172.90
0000000002|00000001077|250|295.74
0000000010|00000004499|2650|351.19
0000000006|00000002540|1895|301.66
0000000009|00000000497|502|165.12
0000000007|00000004225|1556|220.16
0000000003|00000003875|927|148.63
0000000009|00000002003|654|216.54
0000000009|00000000932|166|385.62
0000000005|00000001203|2132|336.99
0000000010|00000000185|1656|386.22
0000000008|00000001289|671|95.07
0000000006|00000002876|1185|414.99
0000000001|00000001474|489|472.75
0000000002|00000002632|537|226.43
0000000001|00000000708|472|34.12
0000000004|00000004161|1993|8.41
0000000001|00000001791|2872|176.00
0000000006|00000002097|1706|18.96
0000000002|00000000079|380|58.63
0000000007|00000004966|929|465.52
0000000010|00000002154|2105|312.55
0000000005|00000003530|2317|152.39
0000000002|00000001021|2790|461.97
0000000001|00000000011|1364|32.63
0000000009|00000004098|1020|443.21
0000000002|00000003266|963|314.38
0000000007|00000003446|2117|28.20
0000000008|00000003192|1541|302.38
0000000010|00000002626|2543|332.52
0000000007|00000004116|1500|139.15
0000000001|00000002111|1831|243.67
0000000001|00000002143|1743|197.55
0000000007|00000003857|2839|256.35
0000000010|00000000994|1275|119.40
0000000005|00000004413|1505|407.88
0000000003|00000002873|2763|307.05
0000000006|00000002422|412|467.31
0000000007|00000002282|293|220.04
0000000001|00000001360|2263|227.50
0000000010|00000001305|1419|369.86
0000000002|00000002740|1471|375.00
0000000003|00000004709|278|294.43
0000000001|00000004732|401|216.37
0000000004|00000001881|2|504.18
0000000007|00000003457|672|49.29
0000000002|00000000898|419|174.08
0000000009|00000002506|2422|226.90
0000000002|00000004569|371|19.46
0000000010|00000001301|254|481.02
0000000002|00000004242|1686|358.95
0000000007|00000003731|2784|6.83
0000000009|00000000144|640|53.60
0000000001|00000000753|549|270.18
0000000004|00000000961|2858|171.64
0000000003|00000000150|328|346.60
0000000008|00000004386|2319|489.62
0000000008|00000002112|25|63.51
0000000007|00000001804|103|29.52
0000000007|00000001126|2781|129.16
0000000003|00000003163|1190|489.69
0000000002|00000002128|671|293.76
0000000005|00000003818|2007|444.58
0000000002|00000001883|2875|460.11
0000000009|00000004768|2616|137.07
0000000008|00000004384|2103|70.85
0000000001|00000004597|322|326.43
0000000002|00000003315|2308|245.81
0000000003|00000000110|1425|281.96
0000000007|00000000642|733|451.93
0000000006|00000002257|93|148.16
0000000006|00000000391|1333|398.16
0000000010|00000004463|288|369.57
0000000009|00000000168|2283|225.14
0000000005|00000003988|1854|73.05
0000000003|00000002165|2142|171.57
0000000002|00000004800|2555|414.83
0000000001|00000002354|1977|318.62
0000000001|00000002135|118|217.40
0000000006|00000000864|1456|468.69
0000000001|00000003643|248|218.83
0000000002|00000002950|301|307.53
0000000009|00000004161|2589|178.11
0000000009|00000000703|1572|461.76
0000000005|00000002770|2400|433.55
0000000003|00000003902|2213|270.09
0000000004|00000003904|111|94.63
0000000006|00000004564|730|397.77
0000000002|00000000007|219|352.53
0000000006|00000000977|2456|190.26
0000000007|00000003613|1305|272.70
0000000010|00000003189|1125|311.91
0000000007|00000004765|1544|499.47
0000000009|00000003085|1208|72.52
0000000009|00000001114|2462|305.52
0000000001|00000000030|1817|155.70
0000000003|00000000575|1273|229.12
0000000009|00000004553|471|424.70
0000000002|00000000993|956|18.64
0000000009|00000003618|1265|70.42
0000000004|00000002193|561|357.64
0000000003|00000003552|2339|187.50
0000000007|00000003885|2128|186.47
0000000007|00000004289|2497|266.26
0000000010|00000004981|2979|425.27
0000000009|00000001997|267|68.19
0000000010|00000003006|362|202.08
0000000008|00000002030|417|143.93
0000000010|00000000498|198|33.14
0000000005|00000000624|2454|51.40
0000000009|00000002935|2547|112.88
0000000008|00000002328|512|25.52
0000000010|00000001592|1709|453.19
0000000005|00000003337|2934|300.97
0000000010|00000003204|1673|87.01
0000000003|00000001536|2974|441.70
0000000001|00000003646|611|38.13
0000000001|00000002110|1877|326.54
0000000010|00000001099|989|12.27
0000000004|00000003106|996|77.06
0000000010|00000004426|662|142.32
0000000005|00000003317|2573|264.73
0000000009|00000001991|1446|76.30
0000000004|00000000962|2989|295.67
0000000007|00000000931|2091|42.36
0000000005|00000001094|2435|6.05
0000000002|00000004364|2560|327.63
0000000001|00000004319|355|279.99
0000000005|00000004127|446|477.00
0000000005|00000002167|1895|329.22
0000000005|00000004021|1122|390.42
0000000001|00000000673|1690|484.02
0000000004|00000002762|2323|365.90
0000000005|00000002824|2919|469.29
0000000006|00000001941|2009|244.31
0000000001|00000003192|1425|56.07
0000000010|00000002536|2432|359.52
0000000005|00000001173|2930|430.12
0000000003|00000002860|674|255.28
0000000009|00000000695|281|166.53
0000000008|00000003191|2840|44.59
0000000006|00000002239|677|309.86
0000000010|00000001427|2054|259.01
0000000008|00000001526|1694|418.15
0000000009|00000003406|1563|454.41
0000000007|00000004107|2622|381.24
0000000005|00000000539|713|403.86
0000000002|00000001879|1288|147.05
0000000010|00000000468|2110|444.66
